,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
457,achewb,Ingénieur agri-environnement qui a compris que ce monde court à sa perte si l'Humain n'est pas remis au cœur du système!!! #reseauFDG,"Cahors, France",834,584,7744,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
458,Cathfeng,"Pour l'humanisme, l'écologie solidaire et sociale. Je bloque toutes les insultes envers qui que ce soit.",,2505,3245,54769,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
459,Muraat46,Indépendant - Crypto/Trading - La France Insoumise φ - Kurde Alevi - #JLM2022 - PG/FI #FaitesMieux🔻,,2160,1092,23276,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
460,DmocratiePopul1,"« La citoyenneté ne se délègue point » : pour un Écosocialisme radical, une Démocratie plurielle délibérative, et un Personnalisme social.",,591,211,7453,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
461,Azaaaa126,Micro-Influenceur,"Dubaï, Emirats Arabes Unis",1087,79,12468,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
462,Jennparis81,"Ceux qui peuvent renoncer à la liberté essentielle pour obtenir un peu de sécurité temporaire, ne méritent ni la liberté ni la sécurité.",Paris,2028,1178,30822,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
463,sal_salat,,,705,168,1386,3,"#legislatives2022 Marne
🌈✌️#NUPES 🏳️‍🌈🌱 https://t.co/5yhpikzXG6","['legislatives2022', 'NUPES']"
464,KvinGuillemin1,"À nous de faire mieux
#NUPES",Rennes,2415,1566,1259,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
465,maelle128,"Progressiste militante de tjrs Originaire du 93 En Bretagne dep 20a 
#Athée Anti-libéralisme & productivisme #universaliste #Ecosocialiste #M6R",bretagne,8052,9426,123959,3,"#legislatives2022 Marne
🌈✌️#NUPES 🏳️‍🌈🌱 https://t.co/5yhpikzXG6","['legislatives2022', 'NUPES']"
466,family_huet,,,423,21,1307,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
467,CarolinaTibou,"ARRÊTEZ CE MONDE...je veux descendre...!!!🙄😶
🌊☀️φ🌟✨✨✨✨",,2127,1804,115986,3,"#legislatives2022 Marne
🌈✌️#NUPES 🏳️‍🌈🌱 https://t.co/5yhpikzXG6","['legislatives2022', 'NUPES']"
468,patriciamat1,TV shows watcher #TWD #QueenSugar are among my favorites. RT US and French politics. #GeorgeMichael❤💔,Paris - France,1313,1078,119045,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
469,CarolinaTibou,"ARRÊTEZ CE MONDE...je veux descendre...!!!🙄😶
🌊☀️φ🌟✨✨✨✨",,2127,1804,115986,8,"🌈It’s coming soon 😉
#NUPES #legislatives2022 #Melenchon1erMinistre #LegislativesUnionPop2022
#3emeTour
#Marne 
#Smith2022 #FolloBackLaGauche #FollobackNUPES https://t.co/xeZLbBSSbb","['NUPES', 'legislatives2022', 'Melenchon1erMinistre', 'LegislativesUnionPop2022', '3emeTour', 'Marne', 'Smith2022']"
470,Anarcho73251315,,,106,52,3655,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
471,Marc12119906,"tous les ennemis de la liberté parlent contre le despotisme d'opinion, parcqu'ils préfèrent le despotisme de force. #JLM2022 #AEC.","Nantes, France",2836,1755,25179,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
472,CZimmermann68,Conseiller Régional @RN_GrandEst - Délégué Départemental du @RNAlsace,Neuf-Brisach,209,672,1596,2,"➡️ Vos candidats RN Alsaciens ! 
Steven SCHOENBECK 
#legislatives2022 #JeVoteRN https://t.co/DADB1bAVdx","['legislatives2022', 'JeVoteRN']"
473,RoiDuHokuto,,"Toulouse, France",189,192,22711,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
474,RollysWinis,HoMeB0ys BB0y FaTheR Br0tHeR S0n stuDent LiFe StrEEt Beware of«I was told»because one day a dumb man told a deaf man that a blind man was looking at him.,Paris,719,54,12724,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
475,GastonLefranc,"Tendance Claire du NPA
Contre l'Union de la gauche avec les sociaux-libéraux, pour une Union populaire en rupture avec le social-libéralisme",Paris,5035,4655,63271,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
476,ericlacanaille,Ma liberté s'étend à l'infini dans celle des autres !,,237,37,676,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
477,Rkm90338847,🇲🇦🇲🇦,,170,45,5690,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
478,AngersInsoumise,Mouvement citoyen des angevins insoumis.,"Angers, France",331,1670,10868,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
479,coueronloire,,"Couëron, France",285,968,141308,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
480,RNAlsace,Compte officiel du Rassemblement National #Alsace - Actu du Haut-Rhin et du Bas-Rhin. 🇮🇩 #Marine2022,Alsace,613,2264,50052,2,"➡️ Vos candidats RN Alsaciens ! 
Steven SCHOENBECK 
#legislatives2022 #JeVoteRN https://t.co/DADB1bAVdx","['legislatives2022', 'JeVoteRN']"
481,CruzPcruz62,,,191,9,804,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
482,Legrand87652874,"⛔🛑 LRNEM. Fachos macronistes Zob et lepeniste, passez votre chemin.",Paris,4233,4128,111848,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
483,Rmn_Rodriguez,Le pote de gauche de mes potes de droite #NUPES,"Lille, France",494,518,3564,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
484,BenjaminBall84,"Iel. Story teller, History maker. Islamish du dimanche, e-woke au quotidien. 
0649985753 # #NuitDebout, #MarcheClimat,  #GlobalClimateStrike #PrimairePopulaire",France,4923,2176,8147,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
485,Franck_tayelore,"Amoureux de cinéma et de séries. Conteur de fiction. Créateur de cinéfeeling. Insoumis. Militant pour L'union Populaire, une France, et un monde plus juste.",,5004,4563,18809,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
486,talcep,,"Bordeaux, France",875,220,16746,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
487,maxn002,,,790,832,84691,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
488,CarolinaTibou,"ARRÊTEZ CE MONDE...je veux descendre...!!!🙄😶
🌊☀️φ🌟✨✨✨✨",,2127,1804,115986,0,"#legislatives2022  Aisne
🌈✌️#NUPES 🏳️‍🌈🌱 https://t.co/UhaGD1OqkB","['legislatives2022', 'NUPES']"
489,Kerantour,"Post 68 revendiqué de gauche, Universitaire, Cab ministre de 1983 à 1986 et de 1988 à 1991, Magistrat honoraire,Maire commune littorale bretonne de 1995 à 2008.",,145,371,37594,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
490,MehdiBenhabri,"🇫🇷 Histoire, politique, sciences, technologies, innovation, droit, économie, socio, société, intelligence artificielle, énergie, climat 🔭🌍🔬compte personnel","Paris, France",1448,459,7245,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
491,Levieux6463,,,30,0,3,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
492,mistercool87,"La différence qu'il y a entre les oiseaux et les hommes politiques, c'est que de temps en temps les oiseaux s'arrêtent de voler !","Limoges, France",2411,2251,292316,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
493,fred13om,"Fan ,supporters et abonnés aguerri d'un seul club en 🇫🇷 à avoir l'étoile sur l'emblème.l'Olympique de Marseille.",Velodrome orange 13,502,365,56213,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
494,raph_mls,Étudiant•Républicain 🇫🇷@FranceInsoumise🔻•@LePG•#écosocialisme @Melenchon_2022 #MaintenantLePeuple @JLMelenchon #UnionPopulaire 🌎💪🏻💪🏽💪🏿#JLM2022,LaPiraterieN’estJamaisFinie,2930,3175,6762,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
495,JolivetRaphael,"🔧 Artisan développeur & libriste
✊ Progressiste social
🌳 décroissant & techno réac

Pour une société libre et solidaire dans les limites de son environnement.",,468,764,17791,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
496,damomarc,"De gauche, éco-socialiste, nous n'avons plus que 3 ans. Soutien de l'#UnionPopulaire pour le programme, pas de leader, pas de maître, on est pas des LREM. #FI",,2557,1580,79498,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
497,Sunu_Geek,"Je tweete en wolof FR AR et EN / Dinaa tiwite ci wolof faranse araab ak angale / I tweet in Wolof, FR, AR and EN /
اغرد بالألفية، بالفرنسي، بالعربية والإنجليزية","Paris, France",649,519,8294,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
498,titoffe62,conducteur RER B retraité.,"Maisse, France",900,553,951,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
499,Andre002Nicolas,"ancien ouvrier de la navale, ancien cadre ARS, membre du PCF,  Ecolo, Antifa et surtout citoyen du Monde à babord toutes",France,18664,18348,246454,371,"📊 Sondage #legislatives2022  - Cluster17
📅 12/05/2022

1️⃣ #NUPES (#LFI, #PCF, #EELV &amp; #PS) : 31%
2️⃣ #LREM : 27%
3️⃣ #RN : 19%
4️⃣ #LR : 9,5%
5️⃣ #Reconquête : 5,5% https://t.co/OcTQuHzuKk","['legislatives2022', 'NUPES', 'LFI', 'PCF', 'EELV', 'PS', 'LREM', 'RN']"
