,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
16,sound_of_sirens,,UK,377,686,313721,1,"@CiaranMaclellan France uses FPTP for its Presidential election, where one person is given significant power.
PR is used for elections to the legislature.
The position and power of the French President is a live political issue, as seen by Melenchon's suggestion of constitutional reform",[]
17,agf75,,,16,1,1290,0,"france legislatives

cohabitation would be nice to get macron back realicin decreasin support for Veme , doing nothing will bring far right on power

like we said if macron needs a tone down, melenchon himself too, bringin more people to progressive side is done flyin higher...",[]
18,BeKindReWine,"Cowboys fan, Hotspur fan. 
I'd be thrilled if it could be Autumn all year long. 
Mom of two adult sons. I love critters and all things seasonal. She/Her.",Hell,1153,164,10418,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
19,GritchUn,C'est parti !! Je voterai pour l'#UnionPoulaire au premier tour des législatives. #PlusJamaisPS #PlusJamaisPCF #PlusJamaisEELV,,1662,774,5881,18,"A new alliance led by Jean-Luc Mélenchon’s party will fight June’s legislative elections – and threatens the established order

 | The Guardian https://t.co/cn7FxrPYS9",[]
20,RealOdysseas,"Currently reading:
Die Kirchen und der Nationalsozialismus /
Von der Avantgarde zum Traditionalismus (re-reading)",🇬🇷 🇩🇪,353,459,1570,0,@DarouSaam12_ @ThomasWieder @derspiegel @tetrachrovaly @karl_anon1 Germany if Melenchon wins https://t.co/J2K1AYrkvP,[]
21,RobotQuiRevait,"Politisé, mais pas affilié. Bisous sur les followers et les haters, twitter est un monde magique.

Pardon pour les fautes de frappe, j'ai des gros doigts.",,406,200,14945,5,"A MP from Melenchon's party can't answer yes or no to the question ""If Melenchon is Prime Minister, will France continue to send weapons to Ukraine? "" 😐",[]
22,_PORKSTER_,"#Anonymous
Where did #Phreaking 1986 go, 
#Journalismisnotacrime
#Vaccinate
#FreeCommanderX 
#WeAreAllAssange
#RadicalCentralist
#Pragmatist
#NoExtremism",Anonyverse #oplulz,3945,1085,36396,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
23,AndyB25334608,"On Twitter 'cause it's less corrupt than Facebook.

My politics: destroy the CCP, Unashamedly Liberal. REMOVE THE FILIBUSTER to pass new Voting Rights Act.",California,329,54,22879,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
24,cimedudiable,Lyonnaise de naissance Niçoise d adoption Tout va bien pour moi mais par dessus tout je veux un monde juste,Mougins,4992,4385,201583,18,"A new alliance led by Jean-Luc Mélenchon’s party will fight June’s legislative elections – and threatens the established order

 | The Guardian https://t.co/cn7FxrPYS9",[]
25,jfteim,,,516,316,64299,18,"A new alliance led by Jean-Luc Mélenchon’s party will fight June’s legislative elections – and threatens the established order

 | The Guardian https://t.co/cn7FxrPYS9",[]
26,ImperiousGrdsmn,"☯️Rogue Physicist and Knight Errant of the Lambda Calculus. Voluntaryist by residues, free markets yield free minds. Слава вільній Україні. Смерть оркам. 🏴☠️",,525,958,1036,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
27,Dojolian2002,I am a person that lives in the world.,"San Diego, CA",390,23,6115,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
28,Maxio28,"Unbiassed Raptor fan | luka doncic | 
Scottie Barnes | Oscar Tshiebwe | Yannick Nzosa | k.d. johnson",,923,347,31676,1,Starting a fight with DSA stans after getting bored of fighting Mélenchon's stans on Twitter every 3 days https://t.co/26sjUwLuni,[]
29,Kat__616,,"Iowa, USA",3205,430,129845,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
30,madethisfortie4,Made this for Tier Maker but now im gonna tweet.,,53,2,17,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
31,serpafelipe19,IR student,,92,8,42,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
32,exridou,"J'ai sauté 15K Discord : RiDOU#0002 Shop : https://t.co/64DxjYFWmB Pour le RF, FAQ sur mon shop, contact uniquement sur Discord Secondaire : @exridou2",Lyon,200,4327,11458,0,@foushi19 Pp melenchon hop hop hop https://t.co/ujcmCxc7tC,[]
33,life_of_Amon,"bisexual social democrat who probably hates 90% of leftists on this site
suck ya mum
he/him","Olympia, WA",692,149,10132,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
34,YourDudeAedus,Fehlgriff der Evolution ・ Fremdschamfürst ・ Freizeitpirat,@PiratesFromHell,5000,697,217809,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
35,LaiciteStan,Laïcité stan account,North Africa,797,1084,8515,1,Starting a fight with DSA stans after getting bored of fighting Mélenchon's stans on Twitter every 3 days https://t.co/26sjUwLuni,[]
36,Kirtscho,"Cis | He/Him | Bi 
Intersectional feminism & trans ally. BLM.
Patriarchy destroys people.

Forever in love with her 
🏐
🏳️‍🌈🇧🇬🇩🇪",,405,163,12135,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
37,Kobrag90,"A happy male pref queer He/She/They/Duck,

Technogaianist,

A Biology post-graduate, politics and let's Play addict.",UK,122,15,2152,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
38,RoxieMoxie4,Waiting for demographic change,,183,119,22529,5,"Melenchon is 

1) anti-EU
2) anti-NATO
3) pro-Russia
4) pro-dictator, as long as that dictator is leftist
5) anti-Semitic 

Glad to see French media finally be honest about him ahead of next month's legislative elections https://t.co/uibCJkfVZ3",[]
39,JulienHoez,"| Affaires 🇫🇷🇪🇺🌎| Référent 🇳🇱 @RenaissanceUE |
| #LaREM | RT≠endorsements | Views mine |
| Media inquiries: JulienHoez@pm.me | https://t.co/yc6v2jdi6e |",Brussels / Paris,8665,9593,39697,2,"A new edition from The French Dispatch📨

📢Macron launches the ‘Ensemble!’ Campaign
👀Taha Bouhafs kicks off a crisis for Mélenchon
👋Castex says his goodbyes to Matignon
❓and we wait to hear who our next Prime Minister is

#Legislatives2022

https://t.co/BUcsVVUzAm",[]
40,dobrovecer11,,,557,36,14708,0,"@TristamPratori1 Supporting Melenchon automatically puts you beyond the pale, as it does to support le Pen. That the PS joined isnt a sign of support, but weakness. That the Greens joined shows they havent learned from the Germans. And will get drowned out.",[]
41,UselessSweater,"наноблогер, /pʲidɐr/
🇺🇦 Слава Україні!",,112,104,13110,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
42,yeetbooiii,🇫🇷 🇧🇦🇱🇺,Luxembourg,742,55,11194,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
43,MarlonEttinger,"Writing 2 books, 1st on soldier revolts in Vietnam, 2nd on the USA vs. Maxwell trial. | Substack has weekly news coverage.",new york,1333,3845,31866,0,Mélenchon says if he's elected Prime Minister he'll institute price controls on day 1. https://t.co/rVL0wrKahV,[]
44,Yvette830955,Aime la Grèce 🇬🇷 et un grec 💕 n’aime pas les extrêmes politiques et religieux 😾 Vaccinée 3 doses. #EmmanuelMacron2022 #5ansdeplus #ensemblecitoyens 🇪🇺🇫🇷,,1088,849,82979,2,"A new edition from The French Dispatch📨

📢Macron launches the ‘Ensemble!’ Campaign
👀Taha Bouhafs kicks off a crisis for Mélenchon
👋Castex says his goodbyes to Matignon
❓and we wait to hear who our next Prime Minister is

#Legislatives2022

https://t.co/BUcsVVUzAm",[]
45,1Dtenue,Au fond de ma cellule .. mais j’ai grave la pêche .. 🍑,,12,10,133,0,@Mediavenir #Melenchon  champion !,['Melenchon']
46,pierre_versini,"Esprit libre, sans concession. Comprendre n'est pas admettre.

https://t.co/k5J8LLJOrn",,364,315,7002,0,@BFMTV Melenchon ou le trouillard fanfaron.,[]
47,wireout,,Spain,197,33,4876,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
48,RonelaStan,"Ronela to WIN Eurovision Song Contest 2022! 🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱
I #StandWithUkraine and I #FollowBack",London,196,102,2075,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
49,EusKadia6433,Jeune Communiste entre Bordeaux et Bayonne.,"Bordeaux, France",432,47,689,0,@Memnet12 @Cinegauchix @SylvieNellinger @Brevesdepresse https://t.co/ssNezpurUN Tortue s’agace,[]
50,Prt_Lil_Fgtz,I propose to move upon your works.,Planet Earth,988,71,7561,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
51,trilatus,🇩🇪🇺🇸🇪🇺🇬🇧,,108,81,20425,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
52,BoebiaV,"Dutch guy living in New Zealand

he/him",New Zealand,328,121,12836,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
53,greg_hawuczyk,PB➡️➡️UB Make America wavy again 🌊,,387,376,3542,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
54,CadenneHenry,"Licence BBTE à URCA, élu au CG UFR SEN.
Officium praestaret, civitate donatos.
Ad maiorem rei publicae gloriam🇨🇵🇹🇼🇰🇷🇪🇺",,270,15,164,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
55,quinquanquon,,,84,1,433,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
56,Christo41746020,,,233,61,10163,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
57,UnspookedS,"anarchist/communist; Cultural Bolshevism supporter and Soros-funded Globalist; Pronouns: any/all; Ludum, ergo sum.",Wall Street,489,118,4908,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
58,Schmellooo,"""In St. Javelin we trust""",Niedersachsen,63,44,1149,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
59,giannismvr,🇬🇷🇪🇺,"Athens, Greece",2113,122,5982,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
60,Kip_JD,Student. Future POTUS and world emperor. Social Democrat???🌹. I need Twitter so my friends aren't subjected to my political rants.,,202,535,11810,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
61,j4ke_b,"Insta: j4ke_b SC: Jake_the_Snake🐍
*24*《BLM》, He/Him,

#GoPackGo  #LakeShow 
🇺🇸🇺🇳🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿","Virginia, USA",537,239,44619,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
62,Patrick22040,democracy is worth fighting for,,575,15,1203,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
63,Arnaudreu27,Un socioliberal amb americana,,27,29,203,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
64,Gachton,,,103,15,1546,0,@BFMTV Melenchon on t en merde,[]
65,f_petyr,,,1533,43,2508,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
66,Hvt_RU,"Architect, Designer - Germany
BA & MA",Aachen,37,5,1197,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
67,Essa_naseeeeeer,,"London, England",352,32,7445,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
68,AquaSasquatch,25/M/USA I make Civilization 5 mods and sometimes finish them,"California, USA",1382,68,51717,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
69,nat108game,"私が注釈なしでFalloutというとき、それは初代を意味します。
When I say Fallout without the numbering, it means Fallout 1.",,468,258,42069,0,"@503I7 @anthonyzenkus Because the mainstream media harassed Mélenchon, who is not far left, by treating him as far left.",[]
70,britboi69,"Asperger’s syndrome, conservative, monarchist, half British half French #hightorygang History Nerd",,60,20,2265,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
71,robert_neal,"I may disapprove of what you say, but I will defend unto the death your right to say it!",Germany,190,194,35402,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
72,BrendanL2011,"Interests: energy sector, gas treatment CCS/U, politics, ethics, history, and life in general

Retweets are not endorsements.",,164,79,13525,1,"@CiaranMaclellan France uses FPTP for its Presidential election, where one person is given significant power.
PR is used for elections to the legislature.
The position and power of the French President is a live political issue, as seen by Melenchon's suggestion of constitutional reform",[]
73,fufustheufus,"I am fufus, I'll probably post some memes and stuff like that. 

The accounts I follow do not reflect my personal views",Earth,1452,78,5329,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
74,sarahhillion1,"Traveller / English teacher specialized in cross-cultural management / Sister of all / she-her “Everything in moderation, including moderation”, Oscar Wilde",FRANCE,496,129,1854,0,"The left has finally got its act together – in France. Watch out, Macron and Le Pen. Thank you, ⁦@guardiannews⁩ 🙏🏼 #nupes  https://t.co/FuayvGG1Zy",['nupes']
75,lordinatter,Solidity Developer,"Bucureşti, România",444,132,17115,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
76,unsilented,commenti sotto,,1162,336,7284,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
77,SjSigurd,美が私たちの決断をいっそう強めたのだろう。ウクライナを守ることが大切。くたばれプーチン！,,1866,191,4225,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
78,MidwestzForward,"History Nerd
@Fwd_Party
#BasicIncome
#Georgism","The ""Show-Me"" State, USA 🇺🇸",227,92,746,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
79,TristanWhoisit,"L'ange noir de Villeurbanne, l'enfant chéri de Sens (petite bourgade pourrave de l'Yonne, passé par OpenClassrooms (tout le monde n'est pas Juan Branco)",France,837,330,74113,0,@Der_Parrot I'm not a Mélenchon groupie but please don't put him in the same fucking basket as those pile of steaming hot SHIT,[]
80,ltstorks,basado,Colombia,844,34,5858,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
81,FurrowsOfWorry,,,78,58,3184,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
82,Lorenzo65278848,hello there,,24,0,1233,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
83,OrdaDen26,"Живу в Києві, вчусь в КПІ. Вірю в перемогу України.",,109,1,122,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
84,Joon_OJ,Make the most of what you have. | 16 |Formely 'OJ' | Tunisian-American | Straight | banner by @SuDevv__ |PFP by @Taki_FNF | WAR CRIME GANG | Single |,"Lafayette, LA",5003,1288,68605,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
85,CubanAlPacino,"Cinemaphile | EU enthusiast...might move to there someday idk | Sanna Marin fan account | Yaraism enjoyer

#StandWithUkraine 🇺🇦",Antarctica,914,196,653,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
86,Sid_Garette,est. 1992,Flavor Country ,429,660,2952,0,"@Kornot3Kornot @Der_Parrot 2nd Round, Le Pen vs Melenchon",[]
87,Emperor_Astro,"Galactic Emperor of this galaxy
How to help ukraine: https://t.co/Q2PndH4TN1…",Somewhere in the Galaxy,251,78,5388,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
88,William57678576,,Indonesia,24,13,8207,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
89,tuppasig,🇪🇺,,1260,504,28148,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
90,DeepSpace441,New account 🌐 Foreign policy and econ takes,,126,2,22,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
91,airshaped,"bi
nerd
ukrainian
never taken an L
canonically correct
everyone happier than me should just die
carti-pilled nationalist & liberal monarchic anarcho-socialist",any pronouns,1283,887,48514,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
92,NoahRettberg,"Physiklaborant in Ausbildung, Laserbau und Zerspanungsmechanik.",Nordhessen.,144,859,42505,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
93,Der_Parrot,In my 30s. European. Dual National. Speak German & English. Building a European youtube community to counter American-centrism.,,159,22808,2220,66,"Imagine what a horrific pile of burning rubble we would find ourselves in right now, if Putin enablers like Trump, Le Pen, Melenchon, Salvini, and Corbyn had won the elections they lost.",[]
94,alexandre_stmy,,,285,7,820,0,"@BigMac106 @apmassaro3 Not all French, those who vote extremists like Le Pen or Melenchon, and there are hopefully a minority.",[]
95,VinzenzHediger,"Film Studies @goethe_uni / PI https://t.co/Ge0BwpTnHq , https://t.co/4U28l2qB7y , @VICTOR_E_HERA and https://t.co/xxB4rDYR4J",Frankfurt,2091,1120,4493,0,"@bctallis The upcoming parliamentary election may be a factor. Pro-Putin candidates got 50.3% in the 1st round of the “presidentielle”, and Melenchon, who is anti-NATO and quite openly pro-Putin, has a real chance of becoming prime minister. Macron could be trying to close that flank.",[]
96,steveaappleton,"Steve Appleton. Militant, now Socialist Party. Ex Labour Party. (Mbr for about 20 yrs). (https://t.co/36g07kUFI2) 
Views here are my own.",London borough of Sutton,141,577,35578,2,"""bloc centred on La France Insoumise.. committed to wealth redistribution and the defence of ethnic and religious minorities – would betray a myth that has served both Macron and Le Pen in recent years.. that their political camps are the only two options""
https://t.co/R1eZx1Q9Ss",[]
97,MVatefaire,,Château Monkusédupoulé,670,815,17525,0,@Ugobernalicis @NUPES_2022_ @JLMelenchon @Melenchon_Lille @lavoixdunord @JeunesFILille Cours Forest cours 😂😂😂,[]
98,sylvierenee,"Elle court, elle court l'information, LIBRE, PLURIELLE ; elle est passée par ici, elle repassera par là. Devoir citoyen de fureter !",,997,425,83907,18,"A new alliance led by Jean-Luc Mélenchon’s party will fight June’s legislative elections – and threatens the established order

 | The Guardian https://t.co/cn7FxrPYS9",[]
99,permacultopia,"🌱 #PermacultureRevolution
✊ Néo-autonomiste communaliste pour une écologie populaire et sociale
⌛️  Il est trop tard pour ne pas être efficaces ! #NUPES ✌️",France,1358,1115,14813,0,https://t.co/O8U4A5lxNg? target=_blank,[]
100,Mathias8Wolf,"Doc.univ.,campi di inter.principali: pol.internazionale,nazione-società-cultura. Priorità reg. GR,LT,RO,RU,UCR,Arm.,DE,occasionalmente AL,CH,ES,FR,IT,Am. lat.",,699,161,32468,0,"with Spain in its var.conflicts with former FR protectorate Morocco. Unlike in DE, popul.sentiment in FR  has been way more pro Ru. during Ukr.invasion than in DE. 
With support for Le Pen+Mélenchon reaching 1/2 of FR electorate chances for incr.solidarity with East.Eur.are slim.",[]
101,Foote15Martin,,,24,0,409,0,‘Macron worst elected President!' Mélenchon ally slams President's ‘minority programme' https://t.co/rMICe6FdZb I gave to agree with that. Macron is a moron!,[]
102,europesperance,"Dane, continental centre-right. Order & prosperity renewed. 🇩🇰🇺🇦","Copenhagen Region, DK",945,3977,151790,0,"3) Finally (most speculative part; no Fr patriot agrees, but I *always* had this theory):
Reason Macron is not as ""based"" as (perhaps??) he'd like, is he was always terrified of his left flank for 2022 Presidential.

I thought he saw ghosts. But Mélenchon's score disproved that.",[]
